Text,Sentiment
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
"Always knows what I want, not guy crazy, hates Harry Potter",neg
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with,neg
I hate Harry Potter,neg
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies",neg
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock",neg
These Harry Potter movies really suck,neg
"I hate Harry Potter, that daniel wotshisface needs a fucking slap",neg
This quiz sucks and Harry Potter sucks ok bye,neg
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy",neg
"Is it just me, or does Harry Potter suck?",neg
